title,title_matched,authors,authors_matched,date,date_matched,isbn,isbn_matched,pages,pages_matched,description,description_matched,publisher,publisher_matched,keywords,keywords_matched,binding,barcode,value,status,image,percent,source
Religion in Scots Law,Religion and Marriage Law,Callum Brown,"Sandberg, Russell",,2021-07-01,,"9781529212822, 1529212820",,166,"The 13 ort of an audit at the University of Glasgow books, the works of Archimedes: Conics: Introduction to Arithmetic","Marriage law in England and Wales is a historical relic which reflects a bygone age. Successive governments have made a series of progressive but ad hoc reforms, most notably the introduction of civil partnerships and same-sex marriage. However, this has resulted in a legal framework which is complex and controversial, especially in relation to religion. This book provides the first accessible guide to how contemporary marriage law interacts with religion and identifies pressure points in relation to non-religious organisations and unregistered religious marriages. It reveals the need for the consolidation, modernisation and reform of marriage law and sets out proposals for how the transformation of these laws can be achieved.",,Policy Press,,Law,,106592,,,http://books.google.com/books/content?id=_VA2EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,33.04,GoogleBooks
The New Cultural Imperialism: The Greens and Econmic Development,Reviving the Invisible Hand,Deepak Lal,Deepak Lal,2000,2010-12-16,,"9781400837441, 1400837448",26,335,,"Reviving the Invisible Hand is an uncompromising call for a global return to a classical liberal economic order, free of interference from governments and international organizations. Arguing for a revival of the invisible hand of free international trade and global capital, eminent economist Deepak Lal vigorously defends the view that statist attempts to ameliorate the impact of markets threaten global economic progress and stability. And in an unusual move, he not only defends globalization economically, but also answers the cultural and moral objections of antiglobalizers. Taking a broad cross-cultural and interdisciplinary approach, Lal argues that there are two groups opposed to globalization: cultural nationalists who oppose not capitalism but Westernization, and ""new dirigistes"" who oppose not Westernization but capitalism. In response, Lal contends that capitalism doesn't have to lead to Westernization, as the examples of Japan, China, and India show, and that ""new dirigiste"" complaints have more to do with the demoralization of their societies than with the capitalist instruments of prosperity. Lal bases his case on a historical account of the rise of capitalism and globalization in the first two liberal international economic orders: the nineteenth-century British, and the post-World War II American. Arguing that the ""new dirigisme"" is the thin edge of a wedge that could return the world to excessive economic intervention by states and international organizations, Lal does not shrink from controversial stands such as advocating the abolishment of these organizations and defending the existence of child labor in the Third World.",Liberty Institute,Princeton University Press,Environmentalism / Economics,Business & Economics,Paperback,101899,9.95,Lending,http://books.google.com/books/content?id=qU1f2XP_NfQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,33.04,GoogleBooks
The Liberation of Mankind: The Story of Man's Struggle for the Right to Think,The Librarian and Book World,Hendrik Willem van Loon,,1947,1927,,UOM:39015036904806,307,608,,,George G. Harrap & Company Ltd.,,Politics,Libraries,Hardback,103859,,Reference,http://books.google.com/books/content?id=G60aAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,33,GoogleBooks
Luc's Child,The Lost Child,"Johanson D., J Shreeve",François Coppée,1989,2007,,OCLC:746973033,,,The Discovery of a human ancestor,,,,Anthropology,,,101771,,Lending,,32.95,GoogleBooks
Bible Numerology Proves Its Falsity,Bible Explorer's Guide,Russell Hemingway,John Phillips,1978,,,"0825493919, 9780825493911",30,292,,A getting started handbook that provides ground rules for interpreting God's Word and helps for applying its principles.,Truthseeker Co.,Kregel Academic,Biblical Studies,Religion,Paperback,101843,,Lending,http://books.google.com/books/content?id=7ePxtSa1EE4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,32.94,GoogleBooks
Modern Thought on Trial,Modern Trial Advocacy,Kenneth Ingram,Steven Lubet,1933,2004,,"1556818866, 9781556818868",245,616,,,Phillip Allan,Ntl Inst for Trial Advocacy,Philosophy,Law,Hardback,104879,,Reference,http://books.google.com/books/content?id=rDgZ1CYepoUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,32.92,GoogleBooks
The Exodus Enigma,The Horus Road,Ian Wilson,Pauline Gedge,1985,2018-10-18,,"9781788632560, 1788632567",,602,,"The riveting conclusion to The Lords of the Two Lands, an epic Egyptian historical adventure. Ahmose vows to continue the struggle that has taken the life of his father and brother. It is a courageous but often tragic mission to free their country from the foreign rule of the Setiu king Apepa. He must capture the Setiu capital, Het-Uart, in order to free Egypt once and for all. But the devious Apepa will stop at nothing, no matter how ruthless, to rob the Tao family of its chance for total victory. Military might alone will not be enough for Ahmose to breach the city's walls. He will need a miracle from Amun... The Horus Road, the final thrilling instalment of The Lords of the Two Lands series is perfect for fans of Bernard Cornwell and Conn Iggulden. Praise for The Horus Road ‘The Horus Road is a great, fun read’ The Globe and Mail ‘Gedge has such a terrific feel for ancient Egypt that the reader merrily suspends disbelief and hangs on for the ride’ Calgary Herald ‘Brings to life the majestic world of ancient Egypt’ Washington Post Book World",,Canelo,,Fiction,,104481,,Lending,http://books.google.com/books/content?id=63ByDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,32.79,GoogleBooks
This Human Nature,In This Name,Charles Duff,Claude Welch,1937,2005-10-01,,"9781597524186, 1597524182",232,327,,"In the analysis of contemporary patterns of thought, which comprises Parts II and III of this book, I have had always in mind four main problems. First, the distinguishing of the principal types of attitudes toward the doctrine of the Trinity. Second, the theological 'interest' or 'motivation' of these attitudes. . . . Third, the relation of the various restatements to 'classical' Christian views. . . . Fourth, the value and viability of the recent interpretations in terms of their relevance and meaning for contemprary religious problems and thought. My own constructive suggestions regarding the basis and significance of the trinitarian conception, and the systematic reformulation of the doctrine, are drawn together in Part IV. --from the Preface",Watts & Co.,Wipf and Stock Publishers,Anthropology,Religion,Hardback,101117,,Lending,http://books.google.com/books/content?id=m35LAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,32.72,GoogleBooks
This Human Nature,In This Name,Charles Duff,Claude Welch,1950,2005-10-01,,"9781597524186, 1597524182",298,327,,"In the analysis of contemporary patterns of thought, which comprises Parts II and III of this book, I have had always in mind four main problems. First, the distinguishing of the principal types of attitudes toward the doctrine of the Trinity. Second, the theological 'interest' or 'motivation' of these attitudes. . . . Third, the relation of the various restatements to 'classical' Christian views. . . . Fourth, the value and viability of the recent interpretations in terms of their relevance and meaning for contemprary religious problems and thought. My own constructive suggestions regarding the basis and significance of the trinitarian conception, and the systematic reformulation of the doctrine, are drawn together in Part IV. --from the Preface",Watts & Co.,Wipf and Stock Publishers,Anthropology,Religion,Hardback,101119,,Reference,http://books.google.com/books/content?id=m35LAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,32.72,GoogleBooks
Chance & Necessity,Chance,Jacques Monod,Joseph Conrad,1970,2024-05-09,,"9783989885943, 3989885944",,282,,"A new edition of Conrad's classic novel Chance with a new introduction and reference materials including Character list, timeline and discussion questions. Conrad’s 1913 novel exploring themes of fate, morality, and human nature. The story follows Flora de Barral, an orphan taken in by a wealthy family and her struggle for independence as she navigates through the complex alliances and expectations of Victorian England. Rich with vivid descriptions and psychological complexity, Chance invites readers to experience the inner turmoil of its characters and consider the power of morality and fate.",,LP,,Fiction,,102315,,Lending,http://books.google.com/books/content?id=NcbhEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,32.69,GoogleBooks
